material_id,formula,band_gap_eV,e_above_hull_eV,n_atoms,volume_A3,atomic_density,mean_mass_amu,max_mass_amu,min_mass_amu,std_mass_amu,mean_eneg,std_eneg,n_elements,emt_energy_per_atom
mp-760067,Ba2LiVP2O9,2.044,0.093,30,452.4251,0.066309,35.8983,137.327,6.94,41.0307,2.6487,1.0349,5,
mp-1235532,Ba2LiY2(Fe2O5)2,1.7834,0.1234,19,273.0917,0.069574,44.3566,137.327,6.94,40.5396,2.4695,1.0609,5,
mp-1235545,Ba2LiY2(Fe2O5)2,1.0887,0.1319,19,265.6387,0.071526,44.3566,137.327,6.94,40.5396,2.4695,1.0609,5,
mp-1236033,Ba2LiY2(Fe2O5)2,0.7322,0.1533,19,264.0339,0.07196,44.3566,137.327,6.94,40.5396,2.4695,1.0609,5,
mp-1236411,Ba2LiY2(Fe2O5)2,1.4757,0.147,19,278.6184,0.068194,44.3566,137.327,6.94,40.5396,2.4695,1.0609,5,
mp-1236492,Ba2LiY2(Fe2O5)2,0.3786,0.1931,19,268.8164,0.07068,44.3566,137.327,6.94,40.5396,2.4695,1.0609,5,
mp-1214855,Ba2Lu2CuPtO8,0.2823,0.0233,56,779.4953,0.071841,72.2293,195.084,15.999,70.7354,2.5729,1.056,5,
mp-1228639,Ba2LuB2ClO6,2.1046,0.0412,24,386.3698,0.062117,50.2237,174.9668,10.81,58.5149,2.5775,1.0322,5,
mp-1078394,Ba2LuBiO6,1.4518,0.0,10,159.893,0.062542,75.4595,208.9804,15.999,75.2317,2.571,1.1036,4,
mp-1205706,Ba2LuBiO6,1.4061,0.0017,10,160.332,0.062371,75.4595,208.9804,15.999,75.2317,2.571,1.1036,4,
mp-2223089,Ba2LuMgBiO6,2.0754,0.2886,11,190.9232,0.057615,70.8091,208.9804,15.999,73.2225,2.4564,1.1129,5,
mp-2240300,Ba2LuMgRuO6,0.2984,0.2467,11,191.5815,0.057417,60.9991,174.9668,15.999,60.108,2.4727,1.1077,5,
mp-2217285,Ba2LuMgSbO6,1.7144,0.3707,11,207.9232,0.052904,62.88,174.9668,15.999,61.6368,2.4591,1.1119,5,
mp-2226684,Ba2LuMgSbO6,0.72,0.4567,11,185.3702,0.059341,62.88,174.9668,15.999,61.6368,2.4591,1.1119,5,
mp-2227020,Ba2LuMgSbO6,2.7537,0.2318,11,211.3754,0.05204,62.88,174.9668,15.999,61.6368,2.4591,1.1119,5,
mp-12644,Ba2LuNbO6,2.851,0.0,10,148.2991,0.067431,63.8521,174.9668,15.999,61.4225,2.529,1.1314,4,
mp-6145,Ba2LuRuO6,0.0556,0.0,10,145.8518,0.068563,64.6685,174.9668,15.999,61.856,2.589,1.0959,4,
mp-1078185,Ba2LuSbO6,3.2383,0.0,10,149.6116,0.06684,66.7375,174.9668,15.999,63.3665,2.574,1.1021,4,
mp-1079705,Ba2LuTaO6,3.4089,0.0,10,146.8894,0.068078,72.6563,180.9479,15.999,70.5829,2.519,1.14,4,
mp-1206047,Ba2LuUO6,2.0388,0.0,10,161.6726,0.061853,78.3644,238.0289,15.999,80.6936,2.507,1.1512,4,
mp-2217139,Ba2Mg(AgO2)2,0.0275,0.308,9,177.2882,0.050765,64.299,137.327,15.999,53.1181,2.3011,1.0764,4,
mp-1019528,Ba2Mg(BO2)6,5.2119,0.0062,21,251.7662,0.083411,26.467,137.327,10.81,36.1019,2.6957,0.9173,4,
mp-9259,Ba2Mg(BO3)2,4.5324,0.0,11,138.1099,0.079647,37.8703,137.327,10.81,47.0028,2.5282,1.0581,4,
mp-2217353,Ba2Mg(BiO3)2,2.346,0.1987,11,219.2078,0.050181,73.9013,208.9804,15.999,78.1108,2.5245,1.0598,4,
mp-2217553,Ba2Mg(BiO3)2,0.255,0.4215,11,204.8726,0.053692,73.9013,208.9804,15.999,78.1108,2.5245,1.0598,4,
mp-2217712,Ba2Mg(BiO3)2,2.4616,0.1271,11,212.2884,0.051816,73.9013,208.9804,15.999,78.1108,2.5245,1.0598,4,
mp-2217984,Ba2Mg(BiO3)2,2.3916,0.1517,11,212.6278,0.051734,73.9013,208.9804,15.999,78.1108,2.5245,1.0598,4,
mp-2217341,Ba2Mg(CoO3)2,0.5113,0.4244,11,163.2408,0.067385,46.6199,137.327,15.999,45.6096,2.4991,1.0733,4,
mp-2217607,Ba2Mg(CoO3)2,0.7238,0.2071,11,162.0775,0.067869,46.6199,137.327,15.999,45.6096,2.4991,1.0733,4,
mp-2217970,Ba2Mg(CoO3)2,0.5213,0.4393,11,162.654,0.067628,46.6199,137.327,15.999,45.6096,2.4991,1.0733,4,
mp-2227473,Ba2Mg(CoO3)2,1.0498,0.1576,11,156.6294,0.070229,46.6199,137.327,15.999,45.6096,2.4991,1.0733,4,
mp-2222768,Ba2Mg(CuO2)2,0.5883,0.353,9,142.2713,0.063259,54.4497,137.327,15.999,47.9876,2.2944,1.0788,4,
mp-2232127,Ba2Mg(FeO2)4,0.4741,0.4211,15,253.1836,0.059246,43.3554,137.327,15.999,40.5259,2.5287,1.015,4,
mp-2218462,Ba2Mg(MoO4)2,1.4981,0.1853,13,219.6381,0.059188,47.6039,137.327,15.999,47.4819,2.6869,1.017,4,
mp-2215831,Ba2Mg(NiO3)2,0.4284,0.3572,11,157.0238,0.070053,46.5763,137.327,15.999,45.5979,2.5045,1.0702,4,
mp-2215935,Ba2Mg(NiO3)2,0.622,0.1705,11,155.2813,0.070839,46.5763,137.327,15.999,45.5979,2.5045,1.0702,4,
mp-14558,Ba2Mg(PO4)2,4.697,0.0,52,764.9695,0.067977,37.6076,137.327,15.999,42.8668,2.6915,1.0147,4,
mp-2226142,Ba2Mg(TiS3)2,0.1992,0.2614,11,269.635,0.040796,53.3685,137.327,24.305,40.1447,1.9682,0.6987,4,
mp-2217792,Ba2Mg(VS3)2,0.0699,0.1655,11,257.7248,0.042681,53.9275,137.327,24.305,40.0856,1.9845,0.6895,4,
mp-2218391,Ba2Mg(WO4)2,1.8231,0.1389,13,191.3414,0.067941,61.1255,183.84,15.999,67.5836,2.7177,1.0035,4,
mp-2224765,Ba2Mg(WO4)2,1.7408,0.1995,13,246.7321,0.052689,61.1255,183.84,15.999,67.5836,2.7177,1.0035,4,
mp-2226861,Ba2Mg(WO4)2,1.0466,0.1873,13,218.818,0.05941,61.1255,183.84,15.999,67.5836,2.7177,1.0035,4,
mp-2233766,Ba2Mg(WO4)2,2.0474,0.2129,13,211.3464,0.06151,61.1255,183.84,15.999,67.5836,2.7177,1.0035,4,
mp-1214672,Ba2Mg2MnF10,4.4494,0.0078,30,432.9041,0.069299,37.8791,137.327,18.9984,40.0034,3.05,1.3238,4,
mp-541162,Ba2Mg3F10,6.892,0.0058,30,396.9555,0.075575,35.8369,137.327,18.9984,39.8621,3.034,1.3431,3,
mp-733604,Ba2Mg3H10,3.0265,0.0,30,383.4936,0.078228,23.8433,137.327,1.008,45.4403,1.8473,0.5127,3,
mp-1233567,Ba2MgAl2(Fe4O7)2,1.4333,0.2257,27,337.3314,0.08004,37.9136,137.327,15.999,33.0466,2.5596,0.9438,5,
mp-1234545,Ba2MgAl2(Fe4O7)2,1.5542,0.2132,27,358.9129,0.075227,37.9136,137.327,15.999,33.0466,2.5596,0.9438,5,
mp-2239985,Ba2MgBiSbO6,0.9859,0.2041,11,196.8934,0.055868,65.9721,208.9804,15.999,67.7339,2.5273,1.0586,5,
mp-1358843,Ba2MgCo2CuF14,0.9756,0.0282,40,540.7407,0.073973,37.3175,137.327,18.9984,36.3963,3.2235,1.1816,5,
mp-2222775,Ba2MgCoMoO6,1.6445,0.233,11,168.715,0.065199,49.9851,137.327,15.999,47.7111,2.5245,1.0615,5,
mp-2242140,Ba2MgCoMoO6,1.1731,0.3213,11,176.4284,0.062348,49.9851,137.327,15.999,47.7111,2.5245,1.0615,5,
mp-2218102,Ba2MgCoWO6,1.7935,0.3312,11,169.6079,0.064855,57.9751,183.84,15.999,60.4092,2.5427,1.0568,5,
mp-2226942,Ba2MgCoWO6,0.9271,0.4431,11,175.7691,0.062582,57.9751,183.84,15.999,60.4092,2.5427,1.0568,5,
mp-1045870,Ba2MgCr2CuF14,0.8832,0.031,40,534.2852,0.074866,36.6237,137.327,18.9984,36.0421,3.2015,1.2082,5,
mp-2217938,Ba2MgCrMoO6,1.7033,0.3322,11,179.0869,0.061423,49.3545,137.327,15.999,47.6345,2.5045,1.0755,5,
mp-2224268,Ba2MgCrMoO6,0.942,0.3257,11,158.0734,0.069588,49.3545,137.327,15.999,47.6345,2.5045,1.0755,5,
mp-2242301,Ba2MgCrMoO6,1.3987,0.2725,11,180.7114,0.060871,49.3545,137.327,15.999,47.6345,2.5045,1.0755,5,
mp-2228499,Ba2MgCu(PO4)2,0.1389,0.315,14,259.9832,0.05385,39.4603,137.327,15.999,41.8442,2.635,0.9988,5,
mp-1045463,Ba2MgCu3F14,0.1442,0.0,40,530.6914,0.075373,37.7787,137.327,18.9984,36.6953,3.2255,1.1794,4,
mp-1045802,Ba2MgCuAg2F14,0.1964,0.0485,40,588.8003,0.067935,42.211,137.327,18.9984,41.854,3.2285,1.176,5,
mp-1361554,Ba2MgCuBi2F14,1.31,0.0453,40,631.3274,0.063359,52.3222,208.9804,18.9984,63.2427,3.2375,1.1664,5,
mp-1045901,Ba2MgCuMo2F14,0.8328,0.0293,40,581.7651,0.068756,41.0191,137.327,18.9984,40.1004,3.2515,1.1524,5,
mp-1045695,Ba2MgCuSb2F14,0.8667,0.0621,40,630.8144,0.06341,43.6001,137.327,18.9984,44.1763,3.2405,1.1633,5,
mp-2234096,Ba2MgCuWO6,0.8854,0.4039,11,185.8649,0.059183,58.3945,183.84,15.999,60.4304,2.5445,1.0557,5,
mp-1233645,Ba2MgFe2B2(P2O9)2,3.5389,0.0798,29,403.3874,0.071891,29.1085,137.327,10.81,31.4326,2.8107,0.8593,6,
mp-1233803,Ba2MgFe2B2(P2O9)2,3.8916,0.0409,29,365.7975,0.079279,29.1085,137.327,10.81,31.4326,2.8107,0.8593,6,
mp-1234736,Ba2MgFe2B2(P2O9)2,3.5191,0.0249,29,363.6638,0.079744,29.1085,137.327,10.81,31.4326,2.8107,0.8593,6,
mp-1045836,Ba2MgFe2CuF14,0.8679,0.0345,40,553.032,0.072329,37.0086,137.327,18.9984,36.2243,3.2185,1.1874,5,
mp-2217283,Ba2MgFeMoO6,1.5819,0.1941,11,162.1859,0.067823,49.7044,137.327,15.999,47.6667,2.52,1.0644,5,
mp-2217706,Ba2MgFeMoO6,1.299,0.4163,11,181.501,0.060606,49.7044,137.327,15.999,47.6667,2.52,1.0644,5,
mp-2218098,Ba2MgFeMoO6,0.6487,0.3508,11,164.9778,0.066676,49.7044,137.327,15.999,47.6667,2.52,1.0644,5,
mp-2217890,Ba2MgFeReO6,0.8923,0.3202,11,171.338,0.064201,57.9095,186.207,15.999,60.8627,2.4964,1.0749,5,
mp-2223651,Ba2MgFeWO6,1.9499,0.3222,11,176.6872,0.062257,57.6944,183.84,15.999,60.4113,2.5382,1.0598,5,
mp-2239868,Ba2MgFeWO6,1.1892,0.3749,11,179.7149,0.061208,57.6944,183.84,15.999,60.4113,2.5382,1.0598,5,
mp-1190545,Ba2MgGe2O7,3.6281,0.0,24,394.724,0.060802,46.351,137.327,15.999,45.524,2.5992,1.0467,4,
mp-643370,Ba2MgH6,2.8864,0.0,9,128.4941,0.070042,33.8897,137.327,1.008,55.7551,1.81,0.5633,3,
mp-1233296,Ba2MgMn2(P2O7)2,1.1157,0.2086,23,355.2825,0.064737,32.9007,137.327,15.999,34.1792,2.7439,0.9276,5,
mp-1233482,Ba2MgMn2(P2O7)2,1.9981,0.1992,23,380.5668,0.060436,32.9007,137.327,15.999,34.1792,2.7439,0.9276,5,
mp-1234275,Ba2MgMn2(P2O7)2,1.1099,0.2104,23,342.9421,0.067067,32.9007,137.327,15.999,34.1792,2.7439,0.9276,5,
mp-1045910,Ba2MgMn2CuF14,1.0008,0.0291,40,551.2838,0.072558,36.9179,137.327,18.9984,36.1781,3.1905,1.2226,5,
mp-2215838,Ba2MgMn2O6,1.1818,0.1362,11,167.2483,0.06577,45.8936,137.327,15.999,45.4392,2.4391,1.1146,4,
mp-2215870,Ba2MgMn2O6,1.8439,0.1125,11,171.5406,0.064125,45.8936,137.327,15.999,45.4392,2.4391,1.1146,4,
mp-2215992,Ba2MgMn2O6,0.9737,0.2928,11,185.4656,0.05931,45.8936,137.327,15.999,45.4392,2.4391,1.1146,4,
mp-2217558,Ba2MgMn2O6,1.4343,0.3076,11,159.0207,0.069173,45.8936,137.327,15.999,45.4392,2.4391,1.1146,4,
mp-2217286,Ba2MgMnMoO6,1.2608,0.2384,11,179.9284,0.061135,49.6219,137.327,15.999,47.6568,2.4945,1.0838,5,
mp-2226724,Ba2MgMnMoO6,1.4017,0.2334,11,173.9657,0.063231,49.6219,137.327,15.999,47.6568,2.4945,1.0838,5,
mp-2227068,Ba2MgMnO4,1.5387,0.3416,8,135.3584,0.059102,52.2366,137.327,15.999,50.6469,2.3,1.1574,4,
mp-2227413,Ba2MgMnO4,0.9928,0.0291,8,130.0073,0.061535,52.2366,137.327,15.999,50.6469,2.3,1.1574,4,
mp-2240013,Ba2MgMnWO6,1.1659,0.3098,11,175.3647,0.062726,57.6119,183.84,15.999,60.4143,2.5127,1.0797,5,
mp-2240183,Ba2MgMnWO6,1.9442,0.4197,11,197.9034,0.055583,57.6119,183.84,15.999,60.4143,2.5127,1.0797,5,
mp-1233388,Ba2MgMo4(P2O7)4,2.2342,0.1069,43,625.472,0.068748,32.0586,137.327,15.999,32.6298,2.9202,0.7622,5,
mp-1233539,Ba2MgMo4(P2O7)4,0.7973,0.1185,43,619.4158,0.06942,32.0586,137.327,15.999,32.6298,2.9202,0.7622,5,
mp-1233692,Ba2MgMo4(P2O7)4,2.9007,0.0879,43,638.0369,0.067394,32.0586,137.327,15.999,32.6298,2.9202,0.7622,5,
mp-1234519,Ba2MgMo4(P2O7)4,2.4379,0.0921,43,633.1373,0.067916,32.0586,137.327,15.999,32.6298,2.9202,0.7622,5,
mp-1234737,Ba2MgMo4(P2O7)4,2.1634,0.1016,43,630.3159,0.06822,32.0586,137.327,15.999,32.6298,2.9202,0.7622,5,
mp-1233246,Ba2MgMo4(Se2O11)2,0.6927,0.0816,33,533.4622,0.06186,40.9279,137.327,15.999,39.093,2.9579,0.7705,5,
mp-1233337,Ba2MgMo4(Se2O11)2,1.5659,0.07,33,532.3915,0.061984,40.9279,137.327,15.999,39.093,2.9579,0.7705,5,
mp-1233487,Ba2MgMo4(Se2O11)2,1.6911,0.0735,33,538.7737,0.06125,40.9279,137.327,15.999,39.093,2.9579,0.7705,5,
mp-1234048,Ba2MgMo4(Se2O11)2,1.9622,0.0683,33,529.6478,0.062306,40.9279,137.327,15.999,39.093,2.9579,0.7705,5,
mp-1234404,Ba2MgMo4(Se2O11)2,0.8372,0.0854,33,539.6942,0.061146,40.9279,137.327,15.999,39.093,2.9579,0.7705,5,
mp-1234820,Ba2MgMo4(Se2O11)2,2.0203,0.0727,33,536.5749,0.061501,40.9279,137.327,15.999,39.093,2.9579,0.7705,5,
mp-1205825,Ba2MgMoO6,2.2639,0.0,10,138.462,0.072222,49.0903,137.327,15.999,49.9518,2.589,1.0926,4,
mp-1247488,Ba2MgN2,0.0518,0.1918,5,120.8102,0.041387,65.3946,137.327,14.007,58.8528,1.834,0.9966,3,
mp-2218010,Ba2MgNbInO6,1.1282,0.4556,11,198.433,0.055434,54.7889,137.327,15.999,51.0247,2.4645,1.0961,5,
mp-2222894,Ba2MgNbInO6,0.1274,0.4972,11,202.283,0.054379,54.7889,137.327,15.999,51.0247,2.4645,1.0961,5,
mp-2217871,Ba2MgNiMoO6,0.3646,0.4654,11,160.6765,0.068461,49.9633,137.327,15.999,47.7071,2.5273,1.0599,5,
mp-2218092,Ba2MgNiMoO6,1.3584,0.3676,11,181.2158,0.060701,49.9633,137.327,15.999,47.7071,2.5273,1.0599,5,
mp-779511,Ba2MgO3,3.5116,0.0304,24,441.9971,0.054299,57.826,137.327,15.999,56.2923,2.235,1.2131,3,
mp-9338,Ba2MgSi2O7,4.4529,0.0,24,366.4201,0.065499,38.9268,137.327,15.999,44.2473,2.5808,1.0578,4,
mp-1191311,Ba2MgSi2O7,4.4341,0.0043,24,358.4373,0.066957,38.9268,137.327,15.999,44.2473,2.5808,1.0578,4,
mp-1360674,Ba2MgTi2CuF14,0.069,0.166,40,568.0379,0.070418,36.2108,137.327,18.9984,35.8869,3.1895,1.2239,5,
mp-2217552,Ba2MgTi2O6,0.9964,0.2461,11,176.5421,0.062308,44.6079,137.327,15.999,45.2648,2.4373,1.1161,4,
mp-2228865,Ba2MgTi3Tl2O10,1.4596,0.2305,18,301.8221,0.059638,56.1839,204.38,15.999,64.3189,2.5194,1.0473,5,
mp-2229850,Ba2MgTi3Tl2O10,1.343,0.2318,18,277.0532,0.064969,56.1839,204.38,15.999,64.3189,2.5194,1.0473,5,
mp-2225318,Ba2MgTiO4,0.1644,0.2987,8,173.5131,0.046106,51.3528,137.327,15.999,50.6538,2.2988,1.1582,4,
mp-13811,Ba2MgUO6,2.0537,0.0,10,152.3567,0.065635,63.2982,238.0289,15.999,75.1233,2.511,1.147,4,
mp-1233374,Ba2MgV2(Si2O7)2,2.0164,0.121,23,316.258,0.072725,32.0508,137.327,15.999,34.0141,2.7004,0.9555,5,
mp-1233916,Ba2MgV2(Si2O7)2,1.9509,0.2311,23,320.7894,0.071698,32.0508,137.327,15.999,34.0141,2.7004,0.9555,5,
mp-1234882,Ba2MgV2(Si2O7)2,1.5277,0.1007,23,321.6555,0.071505,32.0508,137.327,15.999,34.0141,2.7004,0.9555,5,
mp-2223880,Ba2MgVFeO6,1.87,0.2568,11,171.0246,0.064318,45.6127,137.327,15.999,45.3992,2.4718,1.0912,5,
mp-2217707,Ba2MgVMoO6,1.4096,0.4346,11,163.4923,0.067281,49.2586,137.327,15.999,47.6301,2.5018,1.0776,5,
mp-2217741,Ba2MgVMoO6,1.2389,0.3569,11,179.1347,0.061406,49.2586,137.327,15.999,47.6301,2.5018,1.0776,5,
mp-2217936,Ba2MgVMoO6,1.4148,0.3634,11,158.7291,0.0693,49.2586,137.327,15.999,47.6301,2.5018,1.0776,5,
mp-18986,Ba2MgWO6,3.2231,0.0,10,139.684,0.07159,57.8793,183.84,15.999,63.3569,2.609,1.0864,4,
mp-2217307,Ba2MgZnWO6,2.7318,0.4782,11,197.6586,0.055652,58.5612,183.84,15.999,60.4469,2.5218,1.0719,5,
mp-2217632,Ba2MgZnWO6,0.9383,0.3548,11,175.2808,0.062756,58.5612,183.84,15.999,60.4469,2.5218,1.0719,5,
mp-2242187,Ba2MgZnWO6,1.5369,0.2854,11,175.5817,0.062649,58.5612,183.84,15.999,60.4469,2.5218,1.0719,5,
mp-2241013,Ba2MgZrTiO6,1.3124,0.2188,11,187.8882,0.058545,48.5495,137.327,15.999,47.2224,2.4182,1.1329,5,
mp-558651,Ba2Mn(AsO4)2,1.2429,0.0,52,885.762,0.058707,46.7252,137.327,15.999,44.4,2.7085,0.9921,4,
mp-18990,Ba2Mn(BO2)6,3.9824,0.0,84,1040.1544,0.080757,27.9257,137.327,10.81,36.6005,2.7071,0.9013,4,
mp-19487,Ba2Mn(PO4)2,3.922,0.0,52,811.5892,0.064072,39.964,137.327,15.999,42.9127,2.71,0.9913,4,
mp-1044811,Ba2Mn2AlF11,3.7479,0.0389,48,703.62,0.068219,38.7809,137.327,18.9984,39.0423,3.1419,1.2571,4,
mp-1214624,Ba2Mn2ClF7,4.0337,0.0533,24,422.7051,0.056777,46.0807,137.327,18.9984,42.8718,2.9917,1.2864,4,
mp-1045769,Ba2Mn2CuF14,0.9924,0.0,38,575.2011,0.066064,37.5818,137.327,18.9984,36.999,3.2895,1.1737,4,
mp-1049304,Ba2Mn2F11,1.6667,0.0075,45,730.1379,0.061632,39.5675,137.327,18.9984,40.1998,3.244,1.2324,3,
mp-558695,Ba2Mn2Si2O9,2.4756,0.0,120,1773.778,0.067652,38.9794,137.327,15.999,40.6974,2.6427,1.0118,4,
mp-1045867,Ba2Mn2ZnCuF14,0.885,0.026,40,550.8148,0.07262,38.9717,137.327,18.9984,36.5676,3.2075,1.1985,5,
mp-560955,Ba2Mn3(SeO3)6,0.9861,0.0,58,933.1336,0.062156,41.4233,137.327,15.999,36.6893,2.8845,0.8205,4,
mp-1214777,Ba2MnAl2CoF14,2.9723,0.0526,40,532.4643,0.075122,35.4233,137.327,18.9984,35.7922,3.2075,1.1981,5,
mp-1214705,Ba2MnAl2CuF14,0.8823,0.0052,40,532.7187,0.075087,35.6539,137.327,18.9984,35.9575,3.2085,1.197,5,
mp-1214631,Ba2MnCdFe2F14,2.2854,0.007,40,579.3106,0.069048,40.9837,137.327,18.9984,39.4143,3.22,1.1819,5,
mp-1192147,Ba2MnGe2O7,2.7005,0.0,48,835.1175,0.057477,48.9038,137.327,15.999,45.0728,2.6192,1.024,4,
mp-20399,Ba2MnMoO6,1.2654,0.0,20,287.7072,0.069515,52.1536,137.327,15.999,49.2725,2.613,1.0666,4,
mp-1272179,Ba2MnNbO6,1.1628,0.0046,40,562.1427,0.071156,51.8492,137.327,15.999,49.0098,2.557,1.103,4,
mp-1275240,Ba2MnNbO6,1.1475,0.0052,40,560.8592,0.071319,51.8492,137.327,15.999,49.0098,2.557,1.103,4,
mp-1278519,Ba2MnNbO6,0.0764,0.0165,40,558.0898,0.071673,51.8492,137.327,15.999,49.0098,2.557,1.103,4,
mp-1278534,Ba2MnNbO6,0.8069,0.0064,20,280.25,0.071365,51.8492,137.327,15.999,49.0098,2.557,1.103,4,
mp-554990,Ba2MnNiClF7,2.5225,0.1117,24,404.5366,0.059327,46.3937,137.327,18.9984,42.9489,3.0217,1.2562,5,
mp-27443,Ba2MnO3,1.4139,0.0,24,436.2071,0.05502,62.9315,137.327,15.999,54.3772,2.275,1.1856,3,
mp-504545,Ba2MnO3,1.5072,0.0066,24,445.1148,0.053919,62.9315,137.327,15.999,54.3772,2.275,1.1856,3,
mp-1201808,Ba2MnP4(H3O8)2,4.5299,0.0017,58,686.5922,0.084475,24.6731,137.327,1.008,32.7059,2.77,0.8102,5,
mp-20813,Ba2MnReO6,0.306,0.0,10,142.357,0.070246,61.1793,186.207,15.999,62.8613,2.587,1.0804,4,
mp-18513,Ba2MnSe3,1.0675,0.0,24,745.5782,0.03219,94.4175,137.327,54.938,31.5089,1.83,0.7529,3,
mp-558848,Ba2MnSi2ClO7,1.4733,0.0469,52,818.0357,0.063567,41.0158,137.327,15.999,42.5095,2.6438,1.0061,5,
mp-16905,Ba2MnTe3,0.8252,0.0,24,903.6075,0.02656,118.732,137.327,54.938,28.8593,1.605,0.5417,3,
mp-18992,Ba2MnTeO6,0.9486,0.0,40,579.9486,0.068972,55.3186,137.327,15.999,52.8694,2.607,1.0693,4,
mp-1192656,Ba2MnV2HO9,0.9114,0.0,30,430.5587,0.069677,38.4316,137.327,1.008,41.6938,2.65,1.0101,5,
mp-19085,Ba2MnWO6,2.2267,0.0,20,290.5912,0.068825,60.9426,183.84,15.999,62.3927,2.633,1.0598,4,
mp-1040864,Ba2Mo2F11,1.9493,0.0877,45,818.5706,0.054974,45.0358,137.327,18.9984,44.4801,3.3253,1.1341,3,
mp-1214599,Ba2MoO3F4,3.225,0.0002,20,330.0772,0.060592,49.4595,137.327,15.999,49.672,3.018,1.1844,4,
mp-1018099,Ba2NCl,1.108,0.0157,4,113.097,0.035368,81.0277,137.327,14.007,56.8074,1.995,1.1058,3,
mp-676643,Ba2NF,0.3821,0.1438,8,191.883,0.041692,76.9149,137.327,14.007,60.4379,2.2,1.3515,3,
mp-1018096,Ba2NF,1.0847,0.1006,4,93.4967,0.042782,76.9149,137.327,14.007,60.4379,2.2,1.3515,3,
mp-1228340,Ba2NF,0.6992,0.4018,4,82.5389,0.048462,76.9149,137.327,14.007,60.4379,2.2,1.3515,3,
mp-1078941,Ba2NO6,0.2518,0.2979,9,164.5178,0.054705,42.7394,137.327,14.007,50.5629,2.8289,1.0437,3,
mp-19397,Ba2Na(NiO2)3,0.5781,0.0984,24,346.4154,0.069281,47.4765,137.327,15.999,43.8447,2.4233,1.0772,4,
mp-697960,Ba2Na2B10H2O19,4.7012,0.0021,35,368.7517,0.094915,20.9923,137.327,1.008,28.9752,2.68,0.8955,5,
mp-752395,Ba2Na2O3,1.9318,0.0811,28,572.5462,0.048904,52.6615,137.327,15.999,53.6253,1.9943,1.2521,3,
mp-752689,Ba2Na2O3,2.3169,0.0869,14,277.5195,0.050447,52.6615,137.327,15.999,53.6253,1.9943,1.2521,3,
mp-1204071,Ba2Na2SrAl4F20,7.1081,0.0,58,787.5649,0.073645,30.9016,137.327,18.9984,31.5628,3.1252,1.2887,5,
mp-1102325,Ba2Na2U(S2O)2,1.253,0.0,11,264.2609,0.041626,65.3546,238.0289,15.999,69.4603,2.02,0.9829,5,
mp-720079,Ba2Na7Ti16Bi7O48,2.4513,0.0215,80,992.9379,0.080569,42.9034,208.9804,15.999,55.7693,2.6524,0.9959,5,
mp-734112,Ba2Na7Ti16Bi7O48,1.1856,0.3652,80,992.9382,0.080569,42.9034,208.9804,15.999,55.7693,2.6524,0.9959,5,
mp-1191092,Ba2NaCu3S5,0.4504,0.0307,22,480.4109,0.045794,58.962,137.327,22.9898,39.6092,1.9373,0.6927,4,
mp-1091394,Ba2NaIO6,2.2417,0.0,10,151.6999,0.06592,52.0542,137.327,15.999,53.6564,2.601,1.1346,4,
mp-1228472,Ba2NaLaTi4O12,1.7685,0.0245,20,251.1314,0.07964,41.0003,138.9055,15.999,42.5187,2.5625,1.0913,5,
mp-1228567,Ba2NaMn3F11,3.6924,0.0078,34,524.1822,0.064863,39.4965,137.327,18.9984,38.157,3.0082,1.3297,4,
mp-15983,Ba2NaNb5O15,2.4651,0.0155,46,662.6394,0.069419,43.5722,137.327,15.999,42.517,2.7091,1.0204,4,
mp-1199624,Ba2NaNb5O15,2.5069,0.0128,184,2615.0468,0.070362,43.5722,137.327,15.999,42.517,2.7091,1.0204,4,
mp-6798,Ba2NaReO6,1.8705,0.0,10,149.3064,0.066976,57.9845,186.207,15.999,63.9005,2.525,1.1534,4,
mp-1228553,Ba2NaSr2(SbO4)3,1.8583,0.0324,40,575.0772,0.069556,51.5076,137.327,15.999,49.0347,2.602,1.083,5,
mp-1228577,Ba2NaSr2(SbO4)3,1.6808,0.0411,40,577.1947,0.069301,51.5076,137.327,15.999,49.0347,2.602,1.083,5,
mp-1215061,Ba2NaTi2MnRe2Si8HO26F,0.2376,0.2452,88,1129.1819,0.077933,33.668,186.207,1.008,42.2774,2.7718,0.9045,9,
mp-557108,Ba2Nb2TeO10,2.9816,0.0,60,943.6824,0.063581,49.8704,137.327,15.999,49.3397,2.7653,0.9914,4,
mp-16998,Ba2Nb6Te2O21,2.1571,0.0,31,478.9238,0.064728,45.912,137.327,15.999,44.7576,2.8329,0.9067,4,
mp-1147642,Ba2NbBiO6,2.0586,0.003,10,164.4849,0.060796,67.2535,208.9804,15.999,68.0642,2.604,1.0686,4,
mp-1228382,Ba2NbCoO6,1.5346,0.0661,10,130.7089,0.076506,52.2488,137.327,15.999,49.0496,2.59,1.077,4,
mp-31627,Ba2NbCrO6,1.5824,0.0,40,549.369,0.072811,51.555,137.327,15.999,48.9992,2.568,1.0934,4,
mp-1021504,Ba2NbFeO6,1.7475,0.0,20,277.2672,0.072133,51.9399,137.327,15.999,49.0162,2.585,1.0804,4,
mp-1022733,Ba2NbFeO6,1.6906,0.0181,30,430.5284,0.069682,51.9399,137.327,15.999,49.0162,2.585,1.0804,4,
