material_id,formula,band_gap_eV,e_above_hull_eV,n_atoms,volume_A3,atomic_density,mean_mass_amu,max_mass_amu,min_mass_amu,std_mass_amu,mean_eneg,std_eneg,n_elements,emt_energy_per_atom
mp-1199946,Ba2FeSbS5,0.5309,0.0169,36,985.1863,0.036541,68.0621,137.327,32.06,46.0781,2.0622,0.6785,4,
mp-18845,Ba2FeWO6,3.0823,0.0,20,285.0753,0.070157,61.0333,183.84,15.999,62.3846,2.661,1.0342,4,
mp-1272506,Ba2FeWO6,2.5062,0.0003,20,284.6447,0.070263,61.0333,183.84,15.999,62.3846,2.661,1.0342,4,
mp-1228575,Ba2Ga11BiO20,2.987,0.0035,34,466.0997,0.072946,46.1932,208.9804,15.999,44.535,2.7209,0.8856,4,
mp-18421,Ba2Ga2S5,2.7747,0.0,36,958.5632,0.037556,63.8222,137.327,32.06,42.0578,2.0333,0.6838,3,
mp-778485,Ba2Ga6O11,2.6626,0.0044,76,1070.627,0.070986,45.7358,137.327,15.999,39.7077,2.6568,0.954,3,
mp-1195309,Ba2GaAsSe5,1.8703,0.0,36,1099.0109,0.032757,90.4615,137.327,69.723,25.2201,2.0578,0.6679,4,
mp-1201906,Ba2GaBiS5,2.391,0.0,36,1012.5077,0.035555,79.2953,208.9804,32.06,62.1835,2.0567,0.6794,4,
mp-1203584,Ba2GaBiSe5,1.7507,0.0,36,1127.5073,0.031929,105.3569,208.9804,69.723,44.1372,2.04,0.6666,4,
mp-1202829,Ba2GaBiTe5,1.0652,0.0139,36,1350.7541,0.026652,132.373,208.9804,69.723,33.2611,1.79,0.4892,4,
mp-758662,Ba2GaP4HO14,5.0445,0.0028,22,287.4355,0.076539,31.5121,137.327,1.008,35.7736,2.8505,0.8475,5,
mp-1199702,Ba2GaS4,2.5322,0.0,56,1563.022,0.035828,67.5167,137.327,32.06,45.9511,1.9871,0.7411,3,
mp-1203806,Ba2GaSbS5,2.3967,0.0,36,1011.0287,0.035607,69.6041,137.327,32.06,45.8752,2.06,0.6792,4,
mp-1203387,Ba2GaSbSe5,1.8067,0.0,36,1123.3205,0.032048,95.6658,137.327,69.723,26.2865,2.0433,0.6665,4,
mp-1200935,Ba2GaSbTe5,0.9728,0.0012,36,1337.2337,0.026921,122.6819,137.327,69.723,19.3086,1.7933,0.4908,4,
mp-1195574,Ba2GaSe4,1.0722,0.0002,56,1791.5355,0.031258,94.323,137.327,69.723,27.3772,1.97,0.7274,3,
mp-1202971,Ba2Gd2Si4O13,0.1225,0.0,42,592.2393,0.070917,43.3086,157.25,15.999,50.8344,2.6905,0.9935,4,
mp-1520715,Ba2GdBiO6,1.5941,0.0,40,673.709,0.059373,73.6878,208.9804,15.999,73.0442,2.564,1.112,4,
mp-1520731,Ba2GdBiO6,1.6632,0.0057,10,168.5926,0.059315,73.6878,208.9804,15.999,73.0442,2.564,1.112,4,
mp-8986,Ba2GdC2(O2F)3,3.0692,0.0,56,820.255,0.068271,43.4939,157.25,12.011,52.6905,2.9043,1.0844,5,
mp-29084,Ba2GdCl7,2.4275,0.0,40,1148.7061,0.034822,68.0054,157.25,35.45,49.9945,2.51,0.9961,3,
mp-1190156,Ba2GdGaSe5,1.3594,0.0,18,548.5889,0.032811,99.6091,157.25,69.723,31.9559,1.9489,0.7172,4,
mp-1105573,Ba2GdGaTe5,0.7637,0.0112,18,664.7971,0.027076,126.6252,157.25,69.723,22.1348,1.6989,0.5136,4,
mp-2227258,Ba2GdMgMoO6,1.5189,0.2973,11,180.3178,0.061003,58.923,157.25,15.999,56.8785,2.4627,1.1157,5,
mp-2217708,Ba2GdMgSbO6,1.72,0.3677,11,221.667,0.049624,61.2694,157.25,15.999,58.8555,2.4527,1.1188,5,
mp-2242068,Ba2GdMgSbO6,0.2655,0.4799,11,194.4366,0.056574,61.2694,157.25,15.999,58.8555,2.4527,1.1188,5,
mp-1079839,Ba2GdMoO6,0.9083,0.0,10,158.0013,0.063291,62.3848,157.25,15.999,58.5393,2.578,1.1059,4,
mp-19996,Ba2GdNbO6,2.6644,0.0051,10,159.2927,0.062778,62.0804,157.25,15.999,58.3717,2.522,1.1393,4,
mp-22531,Ba2GdNbO6,2.7148,0.0,10,158.5415,0.063075,62.0804,157.25,15.999,58.3717,2.522,1.1393,4,
mp-1205929,Ba2GdPaO6,3.6554,0.0,10,174.5999,0.057274,75.8934,231.0359,15.999,77.3048,2.512,1.1478,4,
mp-2646935,Ba2GdRuO6,0.1467,0.0,20,306.142,0.065329,62.8968,157.25,15.999,58.8522,2.582,1.1045,4,
mp-753668,Ba2GdSbO6,3.4808,0.0,10,154.019,0.064927,64.9658,157.25,15.999,60.4985,2.567,1.1106,4,
mp-1516185,Ba2GdSbO6,3.4853,0.0009,40,630.9962,0.063392,64.9658,157.25,15.999,60.4985,2.567,1.1106,4,
mp-1205547,Ba2GdTaO6,3.2148,0.004,10,158.8618,0.062948,70.8846,180.9479,15.999,68.1738,2.512,1.1478,4,
mp-1205549,Ba2GdTaO6,3.3076,0.0,10,158.1158,0.063245,70.8846,180.9479,15.999,68.1738,2.512,1.1478,4,
mp-1205845,Ba2GdUO6,0.8429,0.0,10,174.3555,0.057354,76.5927,238.0289,15.999,78.7237,2.5,1.1589,4,
mp-1215029,Ba2GdV3O11,3.143,0.015,68,1082.7329,0.062804,44.7481,157.25,15.999,47.9001,2.6888,1.0364,4,
mp-1197017,Ba2Ge(Sb2S5)2,1.3854,0.0018,68,1869.8858,0.036366,67.9367,137.327,32.06,44.7944,2.2229,0.542,4,
mp-570803,Ba2Ge(TeSe)2,0.8477,0.1114,14,496.4109,0.028202,108.6323,137.327,72.63,27.8313,1.87,0.6515,4,
mp-18335,Ba2Ge2Se5,1.2918,0.0,36,1102.0496,0.032666,90.5299,137.327,72.63,25.1414,2.0611,0.6619,3,
mp-17885,Ba2Ge2Te5,0.6241,0.0,36,1281.2846,0.028097,117.546,137.327,72.63,24.3194,1.8111,0.4937,3,
mp-1190188,Ba2Ge5Ir4,0.2013,0.0,22,462.5186,0.047566,127.8793,192.217,72.63,53.9346,1.8755,0.4723,3,
mp-8195,Ba2GeAs2,0.5526,0.0,20,644.0616,0.031053,99.4254,137.327,72.63,30.9578,1.63,0.6074,3,
mp-752410,Ba2GeO4,2.9627,0.037,28,572.7538,0.048887,58.7543,137.327,15.999,53.254,2.5071,1.1313,3,
mp-752730,Ba2GeO4,4.7474,0.0046,28,483.3259,0.057932,58.7543,137.327,15.999,53.254,2.5071,1.1313,3,
mp-779880,Ba2GeO4,3.4905,0.027,56,1144.5604,0.048927,58.7543,137.327,15.999,53.254,2.5071,1.1313,3,
mp-780010,Ba2GeO4,3.7083,0.0011,56,966.2044,0.057959,58.7543,137.327,15.999,53.254,2.5071,1.1313,3,
mp-780263,Ba2GeO4,4.1764,0.0,84,1503.5645,0.055867,58.7543,137.327,15.999,53.254,2.5071,1.1313,3,
mp-8194,Ba2GeP2,0.5682,0.0,20,606.6728,0.032967,81.8463,137.327,30.9738,47.7853,1.634,0.611,3,
mp-540805,Ba2GeS4,2.2853,0.0,28,777.9301,0.035993,67.932,137.327,32.06,45.9823,2.0157,0.7376,3,
mp-11902,Ba2GeSe4,1.4121,0.0,14,445.1161,0.031452,94.7383,137.327,72.63,27.0206,1.9986,0.7245,3,
mp-1215051,Ba2H14C12S4N4O15,2.6438,0.1293,102,1249.8976,0.081607,16.8069,137.327,1.008,25.741,2.6914,0.6112,6,
mp-542783,Ba2H14C4O15,3.5538,0.0444,70,733.6598,0.095412,16.4799,137.327,1.008,30.5393,2.6966,0.7242,4,
mp-1198374,Ba2H14Cl4O15,2.7122,0.1286,70,834.0515,0.083928,19.1586,137.327,1.008,31.0535,2.7663,0.736,4,
mp-1205266,Ba2H20Ru2Cl10O11,0.6929,0.121,90,1268.6495,0.070942,22.8321,137.327,1.008,33.364,2.6582,0.6686,5,
mp-1215145,Ba2H2C4O9,3.3183,0.0778,34,493.038,0.06896,27.5709,137.327,1.008,40.3496,2.7847,0.8384,4,
mp-1195529,Ba2H2Pd(S5O17)2,1.5874,0.0,49,720.6823,0.067991,25.4624,137.327,1.008,27.2021,3.0845,0.6198,5,
mp-1018651,Ba2H3I,2.2391,0.0478,6,144.7052,0.041464,67.4304,137.327,1.008,66.5132,1.84,0.6912,3,
mp-1193896,Ba2H4Pd,1.7035,0.0151,28,486.8966,0.057507,55.0151,137.327,1.008,63.0873,1.8257,0.5918,3,
mp-697044,Ba2H6Os,1.9684,0.0,9,132.4874,0.067931,52.3258,190.23,1.008,73.9888,1.9089,0.5446,3,
mp-643253,Ba2H6Pt,1.7477,0.0,18,264.6853,0.068005,52.8651,195.084,1.008,75.0028,1.9178,0.5499,3,
mp-697038,Ba2H6Ru,1.8728,0.0,9,131.258,0.068567,42.4191,137.327,1.008,59.3897,1.9089,0.5446,3,
mp-1200998,Ba2H8PtO8,2.436,0.0,76,813.4493,0.093429,31.8839,195.084,1.008,55.4958,2.5884,0.8231,4,
mp-756180,Ba2Hf7O16,4.0367,0.0447,25,327.3523,0.07637,71.2027,178.49,15.999,74.3177,2.6368,1.0758,3,
mp-754363,Ba2HfO4,3.438,0.0,7,117.3288,0.059661,73.8771,178.49,15.999,68.0285,2.4057,1.201,3,
mp-9321,Ba2HfS4,0.8646,0.0,7,193.9978,0.036083,83.0549,178.49,32.06,60.2385,1.9143,0.779,3,
mp-1207009,Ba2HfUO6,0.1879,0.0315,10,162.4548,0.061556,78.7167,238.0289,15.999,81.1212,2.51,1.148,4,
mp-18008,Ba2HgS3,1.359,0.0139,24,692.5061,0.034657,95.2377,200.592,32.06,66.6043,1.92,0.7566,3,
mp-1194545,Ba2HgS5,1.9825,0.0,32,910.7393,0.035136,79.4433,200.592,32.06,63.8396,2.085,0.7149,3,
mp-1214783,Ba2Ho2CuPtO8,0.2622,0.0136,56,799.0263,0.070085,70.7955,195.084,15.999,68.7111,2.5671,1.0632,5,
mp-558195,Ba2HoB2ClO6,4.0845,0.0369,24,394.159,0.060889,49.3874,164.9303,10.81,56.7717,2.5742,1.0365,5,
mp-1214684,Ba2HoCl7,5.4559,0.0,40,1131.1616,0.035362,68.7734,164.9303,35.45,51.3989,2.513,0.9922,3,
mp-2222805,Ba2HoMgSbO6,0.5437,0.4701,11,190.3101,0.0578,61.9676,164.9303,15.999,60.024,2.4555,1.1158,5,
mp-2240375,Ba2HoMgSbO6,1.7646,0.3704,11,215.1466,0.051128,61.9676,164.9303,15.999,60.024,2.4555,1.1158,5,
mp-2240487,Ba2HoMgSbO6,2.795,0.2277,11,218.2118,0.05041,61.9676,164.9303,15.999,60.024,2.4555,1.1158,5,
mp-12641,Ba2HoNbO6,2.8596,0.0,10,155.6667,0.06424,62.8485,164.9303,15.999,59.6553,2.525,1.1359,4,
mp-1205699,Ba2HoPaO6,3.9051,0.0,10,169.5376,0.058984,76.6614,231.0359,15.999,78.1429,2.515,1.1444,4,
mp-6609,Ba2HoRuO6,0.076,0.0,10,149.6033,0.066843,63.6648,164.9303,15.999,60.1151,2.585,1.1007,4,
mp-6687,Ba2HoSbO6,3.4228,0.0,10,153.7684,0.065033,65.7338,164.9303,15.999,61.702,2.57,1.1069,4,
mp-13000,Ba2HoTaO6,3.4478,0.0,10,154.2877,0.064814,71.6526,180.9479,15.999,69.1783,2.515,1.1444,4,
mp-13001,Ba2HoTaO6,3.3828,0.0008,10,154.5778,0.064692,71.6526,180.9479,15.999,69.1783,2.515,1.1444,4,
mp-1205585,Ba2HoUO6,0.8732,0.0,10,169.8492,0.058876,77.3607,238.0289,15.999,79.54,2.503,1.1556,4,
mp-1214969,Ba2HoV3O11,3.4518,0.0196,68,1068.0294,0.063669,45.1999,164.9303,15.999,48.983,2.6906,1.0338,4,
mp-551835,Ba2I2O,3.0441,0.0347,10,370.3255,0.027003,108.8924,137.327,15.999,46.68,2.108,1.0345,3,
mp-1228367,Ba2IBrF2,4.3552,0.1134,6,170.8198,0.035125,86.5765,137.327,18.9984,51.5682,2.56,1.2768,4,
mp-20546,Ba2In2O5,0.9115,0.0,18,310.0897,0.058048,64.9206,137.327,15.999,55.2082,2.5044,1.0872,3,
mp-752827,Ba2In2O5,0.7034,0.0407,18,310.1523,0.058036,64.9206,137.327,15.999,55.2082,2.5044,1.0872,3,
mp-766276,Ba2In2O5,0.4077,0.0742,36,621.7717,0.057899,64.9206,137.327,15.999,55.2082,2.5044,1.0872,3,
mp-1228487,Ba2In2O5,0.482,0.0582,9,157.3627,0.057193,64.9206,137.327,15.999,55.2082,2.5044,1.0872,3,
mp-22841,Ba2In2S5,1.9866,0.0,72,2041.8946,0.035261,73.8433,137.327,32.06,47.3139,2.0267,0.6861,3,
mp-573635,Ba2In2Se5,1.3945,0.0048,72,2337.85,0.030798,99.905,137.327,78.971,24.5781,2.01,0.6727,3,
mp-1194952,Ba2In2Si3SO10,2.892,0.0,72,1122.2059,0.064159,43.3664,137.327,15.999,44.8367,2.6678,0.932,5,
mp-1197611,Ba2InAgS4,1.7068,0.0041,32,888.9663,0.035997,78.1975,137.327,32.06,47.0753,1.9763,0.6945,4,
mp-1523085,Ba2InBiO6,0.208,0.0,40,639.9806,0.062502,69.4446,208.9804,15.999,69.198,2.622,1.0529,4,
mp-864638,Ba2InBiS5,1.4529,0.0,18,508.7965,0.035378,84.3058,208.9804,32.06,63.0215,2.0533,0.6806,4,
mp-1105202,Ba2InBiSe5,1.061,0.0,18,572.0137,0.031468,110.3675,208.9804,78.971,42.3302,2.0367,0.6678,4,
mp-555212,Ba2InBrO3,1.8237,0.0337,14,292.827,0.04781,73.9104,137.327,15.999,53.2029,2.4057,1.1021,4,
mp-558243,Ba2InClO3,1.9111,0.0434,14,280.7862,0.04986,67.5599,137.327,15.999,54.7394,2.4343,1.1186,4,
mp-1228360,Ba2InCuO4,1.1108,0.0,8,147.3134,0.054306,64.6268,137.327,15.999,53.0914,2.4025,1.0909,4,
mp-1106089,Ba2InGaO5,1.4145,0.0,18,294.7278,0.061073,59.91,137.327,15.999,52.4286,2.5078,1.0851,4,
mp-19956,Ba2InO3F,2.0404,0.0,14,253.551,0.055216,65.2096,137.327,15.999,56.3957,2.5514,1.2262,4,
mp-1207040,Ba2InOsO6,0.4224,0.0,10,145.034,0.068949,67.5696,190.23,15.999,65.5495,2.64,1.0439,4,
mp-616601,Ba2InRuO6,0.3628,0.0,30,435.7092,0.068853,58.6536,137.327,15.999,53.1499,2.64,1.0439,4,
mp-1193204,Ba2InS4,2.5597,0.0013,28,817.3123,0.034259,73.9589,137.327,32.06,48.8768,1.9829,0.7422,3,
mp-1206536,Ba2InSbO6,0.524,0.0,10,147.9132,0.067607,60.7226,137.327,15.999,55.1267,2.625,1.0512,4,
mp-1189339,Ba2InSbSe5,0.768,0.0,18,563.9965,0.031915,100.6763,137.327,78.971,25.1366,2.04,0.6678,4,
mp-1203298,Ba2InSbTe5,0.7146,0.0038,36,1351.7094,0.026633,127.6924,137.327,114.818,6.5544,1.79,0.4908,4,
mp-2230028,Ba2La2MgMn(WO6)2,2.2646,0.1326,20,289.5957,0.069062,59.5688,183.84,15.999,63.0923,2.642,1.0407,6,
mp-695403,Ba2La2MgTi3O12,1.9234,0.0268,60,767.3054,0.078196,45.6179,138.9055,15.999,47.5516,2.5595,1.0913,5,
mp-1228490,Ba2La2MgTi3O12,2.3246,0.04,20,255.48,0.078284,45.6179,138.9055,15.999,47.5516,2.5595,1.0913,5,
mp-2230018,Ba2La2MgZn(WO6)2,1.6865,0.2283,20,275.2802,0.072653,60.0909,183.84,15.999,63.0951,2.647,1.0357,6,
mp-560825,Ba2La2Mn(WO6)2,2.0166,0.0735,38,539.008,0.0705,61.4248,183.84,15.999,64.197,2.7121,1.0207,5,
mp-1214651,Ba2La2Mn4O11,0.1435,0.0558,19,255.3011,0.074422,49.9056,138.9055,15.999,48.054,2.5274,1.0863,4,
mp-1228484,Ba2La2Ni(WO6)2,3.3029,0.0493,19,263.2918,0.072163,61.6224,183.84,15.999,64.1825,2.7311,1.0021,5,
mp-768263,Ba2La2O5,2.4337,0.07,36,769.9308,0.046757,70.2733,138.9055,15.999,60.6828,2.3533,1.2169,3,
mp-41236,Ba2La2Zn(WO6)2,3.0862,0.1078,19,255.4523,0.074378,61.9744,183.84,15.999,64.1838,2.7174,1.0149,5,
mp-1228493,Ba2La3Nd(CuO5)2,0.7635,0.0309,18,277.8766,0.064777,62.3719,144.242,15.999,56.2823,2.4678,1.1168,5,
mp-686674,Ba2La3Si3O12F,4.1094,0.0,84,1298.4328,0.064693,46.9815,138.9055,15.999,51.1989,2.6686,1.0766,5,
mp-684872,Ba2La3Ti2Cr3O15,1.4872,0.0408,50,625.1456,0.079981,47.3231,138.9055,15.999,47.3909,2.5896,1.0598,5,
mp-1228754,Ba2La3Ti3NbO15,2.7972,0.0242,48,651.6121,0.073663,48.6609,138.9055,15.999,49.2092,2.6208,1.0713,5,
mp-1228518,Ba2La4CuPtO10,0.8682,0.0163,18,285.402,0.063069,69.3831,195.084,15.999,63.6394,2.4867,1.1122,5,
mp-1228650,Ba2La4Ti5O18,2.3854,0.0801,29,371.0541,0.078156,46.8135,138.9055,15.999,48.2116,2.6138,1.0693,4,
mp-693600,Ba2La6Mg4Ti3WO24,2.1009,0.2753,80,1092.9704,0.073195,47.9181,183.84,15.999,52.6348,2.579,1.0764,6,
mp-553874,Ba2LaAg5S6,1.4647,0.0,14,342.8673,0.040832,81.8043,138.9055,32.06,44.4568,2.0007,0.6163,4,
mp-1078409,Ba2LaBiO6,1.8278,0.0,10,176.6329,0.056615,71.8534,208.9804,15.999,71.1278,2.554,1.1246,4,
mp-1520455,Ba2LaBiO6,1.9852,0.0282,10,178.5857,0.055996,71.8534,208.9804,15.999,71.1278,2.554,1.1246,4,
mp-1520526,Ba2LaBiO6,1.7697,0.0136,40,713.0588,0.056096,71.8534,208.9804,15.999,71.1278,2.554,1.1246,4,
mp-18111,Ba2LaC3O9F,3.8773,0.0,32,438.6425,0.072952,38.2864,138.9055,12.011,47.8644,2.8419,0.9818,5,
mp-756251,Ba2LaCl7,3.3136,0.0443,20,570.6622,0.035047,66.1709,138.9055,35.45,46.9288,2.5,1.0096,3,
mp-771963,Ba2LaCl7,3.6471,0.0925,40,1301.4429,0.030735,66.1709,138.9055,35.45,46.9288,2.5,1.0096,3,
mp-772955,Ba2LaCl7,4.1371,0.0117,40,1185.6848,0.033736,66.1709,138.9055,35.45,46.9288,2.5,1.0096,3,
mp-773111,Ba2LaCl7,4.2082,0.0759,40,1291.0678,0.030982,66.1709,138.9055,35.45,46.9288,2.5,1.0096,3,
mp-773953,Ba2LaCl7,4.4004,0.0881,40,1296.9548,0.030841,66.1709,138.9055,35.45,46.9288,2.5,1.0096,3,
mp-1522286,Ba2LaCrO6,0.4783,0.1433,40,615.9212,0.064943,56.155,138.9055,15.999,54.514,2.518,1.1467,4,
mp-755770,Ba2LaI7,1.8566,0.064,20,844.191,0.023691,130.1891,138.9055,126.9045,5.0338,2.15,0.7809,3,
mp-772140,Ba2LaI7,2.8964,0.0502,40,1921.2716,0.02082,130.1891,138.9055,126.9045,5.0338,2.15,0.7809,3,
mp-772141,Ba2LaI7,2.5893,0.0254,40,1753.1354,0.022816,130.1891,138.9055,126.9045,5.0338,2.15,0.7809,3,
mp-772158,Ba2LaI7,2.3171,0.0543,40,1974.4864,0.020258,130.1891,138.9055,126.9045,5.0338,2.15,0.7809,3,
mp-2239886,Ba2LaMgBiO6,1.4862,0.301,11,210.7408,0.052197,67.5308,208.9804,15.999,69.1816,2.4409,1.1303,5,
mp-2240254,Ba2LaMgBiO6,2.4396,0.2001,11,201.6887,0.054539,67.5308,208.9804,15.999,69.1816,2.4409,1.1303,5,
mp-2217548,Ba2LaMgSbO6,2.9236,0.1537,11,220.2888,0.049934,59.6017,138.9055,15.999,56.3175,2.4436,1.1293,5,
mp-2217982,Ba2LaMgSbO6,2.84,0.204,11,222.4915,0.04944,59.6017,138.9055,15.999,56.3175,2.4436,1.1293,5,
mp-2232472,Ba2LaMgTa(CuO4)2,0.6785,0.3247,15,232.6845,0.064465,58.2598,180.9479,15.999,57.4781,2.4673,1.075,6,
mp-1281647,Ba2LaMn2O7,0.9398,0.0827,24,335.624,0.071509,52.9524,138.9055,15.999,50.9843,2.505,1.123,4,
mp-1214654,Ba2LaNb(CuO4)2,0.2364,0.0014,28,391.5884,0.071504,54.3964,138.9055,15.999,49.5278,2.5571,1.0589,5,
mp-553281,Ba2LaNbO6,3.0639,0.0,10,166.5763,0.060033,60.246,138.9055,15.999,55.5732,2.512,1.1513,4,
mp-1516258,Ba2LaNbO6,2.9716,0.0135,40,672.5072,0.059479,60.246,138.9055,15.999,55.5732,2.512,1.1513,4,
mp-1516433,Ba2LaNbO6,2.9563,0.0235,10,169.3841,0.059037,60.246,138.9055,15.999,55.5732,2.512,1.1513,4,
mp-1205623,Ba2LaPaO6,3.3736,0.0,10,188.2317,0.053126,74.0589,231.0359,15.999,75.5502,2.502,1.1596,4,
mp-12911,Ba2LaRuO6,0.2437,0.0,10,161.3447,0.061979,61.0623,138.9055,15.999,56.1044,2.572,1.1173,4,
mp-554410,Ba2LaRuO6,0.2196,0.0015,10,161.3229,0.061987,61.0623,138.9055,15.999,56.1044,2.572,1.1173,4,
mp-551269,Ba2LaSbO6,3.8961,0.0,10,161.7969,0.061806,63.1313,138.9055,15.999,57.8945,2.557,1.1232,4,
mp-556375,Ba2LaSbO6,3.8493,0.0071,20,333.8756,0.059903,63.1313,138.9055,15.999,57.8945,2.557,1.1232,4,
mp-1523089,Ba2LaSbO6,3.8812,0.0069,40,666.252,0.060037,63.1313,138.9055,15.999,57.8945,2.557,1.1232,4,
mp-1523148,Ba2LaSbO6,3.8803,0.0081,10,166.6506,0.060006,63.1313,138.9055,15.999,57.8945,2.557,1.1232,4,
mp-13055,Ba2LaTaO6,3.6213,0.0,10,162.0157,0.061722,69.0501,180.9479,15.999,66.0385,2.502,1.1596,4,
mp-13056,Ba2LaTaO6,3.6682,0.0004,10,165.9173,0.060271,69.0501,180.9479,15.999,66.0385,2.502,1.1596,4,
mp-557713,Ba2LaTaO6,3.6315,0.0,20,322.5611,0.062004,69.0501,180.9479,15.999,66.0385,2.502,1.1596,4,
mp-1205700,Ba2LaUO6,0.8499,0.0018,10,183.8636,0.054388,74.7582,238.0289,15.999,77.018,2.49,1.1704,4,
mp-1214937,Ba2LaV3O11,3.5103,0.0131,68,1121.1403,0.060653,43.669,138.9055,15.999,45.5,2.6829,1.045,4,
mp-1517555,Ba2LaVO6,1.714,0.1315,10,156.6088,0.063853,56.0495,138.9055,15.999,54.523,2.515,1.1489,4,
mp-1517648,Ba2LaVO6,1.7202,0.136,40,626.4257,0.063854,56.0495,138.9055,15.999,54.523,2.515,1.1489,4,
mp-1522426,Ba2LaWO6,1.9219,0.0127,40,668.4572,0.059839,69.3393,183.84,15.999,66.5324,2.588,1.113,4,
mp-6075,Ba2Li(BO2)5,4.9517,0.0,36,436.5445,0.082466,27.5352,137.327,6.94,38.9174,2.6311,0.9741,4,
mp-1235375,Ba2Li(CO3)2,0.5032,0.2324,11,168.6405,0.065227,36.51,137.327,6.94,47.6036,2.5909,1.0749,4,
mp-1235617,Ba2Li(CO3)2,0.2657,0.237,11,169.2014,0.065011,36.51,137.327,6.94,47.6036,2.5909,1.0749,4,
mp-1235109,Ba2Li(NiO2)2,0.6632,0.3524,9,138.2441,0.065102,51.4419,137.327,6.94,49.287,2.26,1.1159,4,
mp-1236499,Ba2Li(NiO2)2,1.0726,0.2803,9,145.0004,0.062069,51.4419,137.327,6.94,49.287,2.26,1.1159,4,
mp-1235156,Ba2Li(NiO3)2,0.462,0.0758,11,146.8823,0.07489,44.9977,137.327,6.94,46.6305,2.4745,1.1072,4,
mp-1236113,Ba2Li(NiO3)2,0.4186,0.1287,11,149.81,0.073426,44.9977,137.327,6.94,46.6305,2.4745,1.1072,4,
mp-555958,Ba2Li3(PO3)7,5.4511,0.0003,132,1816.3067,0.072675,25.7051,137.327,6.94,29.2056,2.7967,0.9283,4,
mp-1228762,Ba2Li3Ho3(WO4)8,3.2447,0.0593,48,647.8434,0.074092,57.7699,183.84,6.94,70.3922,2.8619,0.9025,5,
mp-1228731,Ba2Li3La3(MoO4)8,2.509,0.0204,48,697.9577,0.068772,41.495,138.9055,6.94,44.4739,2.8204,0.9384,5,
mp-567658,Ba2Li3NbN4,2.3787,0.0056,20,317.0503,0.063081,44.4408,137.327,6.94,52.4675,1.848,0.992,4,
mp-573677,Ba2Li3TaN4,2.3971,0.0,20,316.9015,0.063111,53.245,180.9479,6.94,65.6038,1.838,0.995,4,
mp-1228739,Ba2Li3Y3(MoO4)8,2.2428,0.0474,48,661.7746,0.072532,38.37,137.327,6.94,38.9306,2.8279,0.925,5,
mp-1228802,Ba2Li3Y3(WO4)8,2.8751,0.0568,48,655.9863,0.073172,53.0183,183.84,6.94,65.3863,2.8613,0.9037,5,
mp-1197768,Ba2LiAl(CN2)4,4.1427,0.0,64,1006.8335,0.063566,29.2922,137.327,6.94,41.0119,2.4306,0.8121,5,
mp-1200459,Ba2LiB10O19,0.0363,0.0896,64,760.1788,0.084191,21.6773,137.327,6.94,29.9794,2.7663,0.8684,4,
mp-17491,Ba2LiGe3,0.097,0.0,24,676.7185,0.035465,83.2473,137.327,6.94,44.7404,1.465,0.5458,3,
mp-1207120,Ba2LiIO6,2.0784,0.0,10,143.358,0.069755,50.4492,137.327,6.94,54.731,2.606,1.1274,4,
mp-1235649,Ba2LiMn2(P2O7)2,0.6181,0.1526,23,326.5959,0.070423,32.1457,137.327,6.94,34.5506,2.7296,0.9519,5,
mp-1236186,Ba2LiMn2(P2O7)2,0.1679,0.1381,23,322.784,0.071255,32.1457,137.327,6.94,34.5506,2.7296,0.9519,5,
mp-1235162,Ba2LiMn2O6,0.7942,0.0735,11,157.7103,0.069748,44.3149,137.327,6.94,46.4522,2.4091,1.1485,4,
mp-1236543,Ba2LiMn2O6,1.0269,0.1158,11,159.9358,0.068778,44.3149,137.327,6.94,46.4522,2.4091,1.1485,4,
mp-10555,Ba2LiReN4,1.7902,0.0,16,285.4194,0.056058,65.4786,186.207,6.94,69.753,2.1025,0.9847,4,
mp-6270,Ba2LiReO6,1.8198,0.0,10,139.6237,0.071621,56.3795,186.207,6.94,64.9523,2.53,1.1466,4,
mp-15521,Ba2LiSi3,0.0923,0.0,24,652.0497,0.036807,60.9748,137.327,6.94,54.5043,1.41,0.4909,3,
mp-1235084,Ba2LiTbSnO6,3.3137,0.1476,11,170.1991,0.06463,59.5658,158.9254,6.94,60.0165,2.4055,1.1658,5,
mp-1235139,Ba2LiTbSnO6,3.396,0.1082,11,166.9583,0.065885,59.5658,158.9254,6.94,60.0165,2.4055,1.1658,5,
mp-1235153,Ba2LiTbSnO6,3.1105,0.1263,11,171.1807,0.06426,59.5658,158.9254,6.94,60.0165,2.4055,1.1658,5,
mp-1235096,Ba2LiV2(Si2O7)2,0.926,0.1452,23,324.7437,0.070825,31.2958,137.327,6.94,34.3685,2.6861,0.9785,5,
mp-1235397,Ba2LiV2(Si2O7)2,0.6856,0.121,23,309.397,0.074338,31.2958,137.327,6.94,34.3685,2.6861,0.9785,5,
mp-1235590,Ba2LiV2(Si2O7)2,1.4776,0.1428,23,309.0575,0.07442,31.2958,137.327,6.94,34.3685,2.6861,0.9785,5,
mp-1235709,Ba2LiV2(Si2O7)2,0.2887,0.0772,23,308.8304,0.074475,31.2958,137.327,6.94,34.3685,2.6861,0.9785,5,
mp-1235820,Ba2LiV2(Si2O7)2,1.5163,0.1401,23,309.597,0.07429,31.2958,137.327,6.94,34.3685,2.6861,0.9785,5,
